,algorithm,bias,seed,recall,fpr_ratio,fnr_ratio,precision_ratio,tpr_ratio,config,parameters,model_path,Scenario
12,LGBM,group_size_50,0,0.7568093385214008,0.9922187672206622,0.9683617127022923,0.9978510632321137,0.9897236872657313,12,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.10137978728209897, 'max_depth': 10, 'min_child_samples': 97, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 230, 'n_jobs': 30, 'num_leaves': 25, 'objective': None, 'random_state': None, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'enable_bundle': False}",none,Unbiased Baseline
13,LGBM,group_size_50,0,0.6582360570687419,0.9834620051292866,0.9714447916464493,0.9943160982764947,0.9850721659944703,13,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.12932255896858066, 'max_depth': 2, 'min_child_samples': 21, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 24, 'n_jobs': 30, 'num_leaves': 10, 'objective': None, 'random_state': None, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'enable_bundle': False}",none,Unbiased Baseline
14,LGBM,group_size_50,0,0.75810635538262,0.985643970600899,0.9891611100351381,0.9868333217170431,0.9965288238317177,14,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.08993495032685198, 'max_depth': 12, 'min_child_samples': 122, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 254, 'n_jobs': 30, 'num_leaves': 58, 'objective': None, 'random_state': None, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'enable_bundle': False}",none,Unbiased Baseline
15,LGBM,group_size_50,0,0.7360570687418937,0.9980996923152392,0.980803464340273,0.9999300558584675,0.9930739026656706,15,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.11209461827789566, 'max_depth': 10, 'min_child_samples': 48, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 524, 'n_jobs': 30, 'num_leaves': 63, 'objective': None, 'random_state': None, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'enable_bundle': False}",none,Unbiased Baseline
16,LGBM,group_size_50,0,0.7522697795071336,0.9849161155498873,0.9539157665667045,0.9960558968660215,0.9845870159033769,16,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.10353652713571858, 'max_depth': 8, 'min_child_samples': 50, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 168, 'n_jobs': 30, 'num_leaves': 417, 'objective': None, 'random_state': None, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'enable_bundle': False}",none,Unbiased Baseline
17,LGBM,group_size_50,0,0.7652399481193255,0.9820100237136961,0.9617333848803289,0.9907496091095888,0.9881035628124891,17,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.07028858192798655, 'max_depth': 7, 'min_child_samples': 243, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 1272, 'n_jobs': 30, 'num_leaves': 13, 'objective': None, 'random_state': None, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'enable_bundle': False}",none,Unbiased Baseline
18,LGBM,group_size_50,0,0.6679636835278858,0.9872106463149203,0.9794017068303298,0.9978119795174794,0.9897071240832752,18,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.17084987935435678, 'max_depth': 9, 'min_child_samples': 14, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 214, 'n_jobs': 30, 'num_leaves': 24, 'objective': None, 'random_state': None, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'enable_bundle': False}",none,Unbiased Baseline
19,LGBM,group_size_50,0,0.7658884565499352,0.9654637599959247,0.9359915981582718,0.9515511060435122,0.9799874745032205,19,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.031538214362906776, 'max_depth': 10, 'min_child_samples': 91, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 1609, 'n_jobs': 30, 'num_leaves': 78, 'objective': None, 'random_state': None, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'enable_bundle': False}",none,Unbiased Baseline
20,LGBM,group_size_50,0,0.7542153047989624,0.9841887939214079,0.9791998266087791,0.977278448460789,0.993173507607838,20,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.15741056800757025, 'max_depth': 3, 'min_child_samples': 158, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 1373, 'n_jobs': 30, 'num_leaves': 13, 'objective': None, 'random_state': None, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'enable_bundle': False}",none,Unbiased Baseline
21,LGBM,group_size_50,0,0.7204928664072633,0.9569401241365993,0.9994524504347302,0.9598728941608188,0.9997875484728003,21,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.11508228345175783, 'max_depth': 5, 'min_child_samples': 8, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 661, 'n_jobs': 30, 'num_leaves': 432, 'objective': None, 'random_state': None, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'enable_bundle': False}",none,Unbiased Baseline
22,LGBM,group_size_50,0,0.7490272373540856,0.9973626785561541,0.9999798912788477,0.9936080429892606,0.999993262227373,22,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.12173795968063343, 'max_depth': 10, 'min_child_samples': 37, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 183, 'n_jobs': 30, 'num_leaves': 13, 'objective': None, 'random_state': None, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'enable_bundle': False}",none,Unbiased Baseline
23,LGBM,group_size_50,0,0.745136186770428,0.9762232948603209,0.9406516977700357,0.9594970369007948,0.979294303755044,23,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.08007319527224625, 'max_depth': 13, 'min_child_samples': 44, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 1042, 'n_jobs': 30, 'num_leaves': 60, 'objective': None, 'random_state': None, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'enable_bundle': False}",none,Unbiased Baseline
24,LGBM,group_size_50,0,0.7431906614785992,0.9982102738471121,0.9554263317664237,0.9843625296122225,0.9843683675050702,24,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.08048180727810941, 'max_depth': 17, 'min_child_samples': 150, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 3397, 'n_jobs': 30, 'num_leaves': 13, 'objective': None, 'random_state': None, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'enable_bundle': False}",none,Unbiased Baseline
25,LGBM,group_size_50,0,0.2503242542153048,0.999686097826688,0.9576582434189717,0.8899560148249451,0.8783579970340452,25,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.3848866561815654, 'max_depth': 3, 'min_child_samples': 26, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 2555, 'n_jobs': 30, 'num_leaves': 990, 'objective': None, 'random_state': None, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'enable_bundle': False}",none,Unbiased Baseline
26,LGBM,group_size_50,0,0.771076523994812,0.9966262083175382,0.9780586362777448,0.9876958921503404,0.9934349870178446,26,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.02802351958470735, 'max_depth': 2, 'min_child_samples': 9, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 3285, 'n_jobs': 30, 'num_leaves': 46, 'objective': None, 'random_state': None, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'enable_bundle': False}",none,Unbiased Baseline
27,LGBM,group_size_50,0,0.6569390402075227,0.9892912677705697,0.96424890430092,0.9973839848830645,0.9811708900895417,27,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.16140224594296299, 'max_depth': 4, 'min_child_samples': 57, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 5810, 'n_jobs': 30, 'num_leaves': 176, 'objective': None, 'random_state': None, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'enable_bundle': False}",none,Unbiased Baseline
28,LGBM,group_size_50,0,0.7003891050583657,0.9989479134441389,0.9460720569111908,0.9837696127784248,0.9765716795043736,28,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.0742961054672947, 'max_depth': 13, 'min_child_samples': 33, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 23, 'n_jobs': 30, 'num_leaves': 141, 'objective': None, 'random_state': None, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'enable_bundle': False}",none,Unbiased Baseline
29,LGBM,group_size_50,0,0.6407263294422828,0.9777751245725488,0.9836615270295376,0.9777727757300646,0.9908058593698956,29,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.42637290295857305, 'max_depth': 2, 'min_child_samples': 107, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 1809, 'n_jobs': 30, 'num_leaves': 29, 'objective': None, 'random_state': None, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'enable_bundle': False}",none,Unbiased Baseline
30,LGBM,group_size_50,0,0.6770428015564203,0.9690372297569497,0.9633684275115176,0.9554292156098644,0.982356070457501,30,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.23477441840092114, 'max_depth': 3, 'min_child_samples': 8, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 33, 'n_jobs': 30, 'num_leaves': 28, 'objective': None, 'random_state': None, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'enable_bundle': False}",none,Unbiased Baseline
31,LGBM,group_size_50,0,0.7146562905317769,0.9871012833195566,0.9693015047371355,0.9953017911539201,0.987629512315513,31,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.21095237255812335, 'max_depth': 2, 'min_child_samples': 33, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 6451, 'n_jobs': 30, 'num_leaves': 98, 'objective': None, 'random_state': None, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'enable_bundle': False}",none,Unbiased Baseline
32,LGBM,group_size_50,0,0.6958495460440985,0.9711875557543906,0.9905920563705924,0.9683786844931093,0.9958768706678794,32,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.22796294937485662, 'max_depth': 2, 'min_child_samples': 93, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 87, 'n_jobs': 30, 'num_leaves': 347, 'objective': None, 'random_state': None, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'enable_bundle': False}",none,Unbiased Baseline
33,LGBM,group_size_50,0,0.6536964980544747,0.9683214966277869,0.9538408967945858,0.9896891943395995,0.975280653286128,33,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.27416713514901236, 'max_depth': 3, 'min_child_samples': 237, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 7868, 'n_jobs': 30, 'num_leaves': 12, 'objective': None, 'random_state': None, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'enable_bundle': False}",none,Unbiased Baseline
34,LGBM,group_size_50,0,0.7172503242542153,0.9945302265757514,0.9767376220157593,0.992614769466423,0.9907641951472335,34,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.11959671574520735, 'max_depth': 11, 'min_child_samples': 17, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 1466, 'n_jobs': 30, 'num_leaves': 55, 'objective': None, 'random_state': None, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'enable_bundle': False}",none,Unbiased Baseline
35,LGBM,group_size_50,0,0.7127107652399481,0.988670261475268,0.9564913526921511,0.9800930102884403,0.9822326297345538,35,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.3442659487937933, 'max_depth': 5, 'min_child_samples': 28, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 92, 'n_jobs': 30, 'num_leaves': 198, 'objective': None, 'random_state': None, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'enable_bundle': False}",none,Unbiased Baseline
36,LGBM,group_size_50,0,0.7230869001297017,0.9647506219812056,0.9717969910401992,0.9578175126824396,0.98910402658164,36,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.07757567068503016, 'max_depth': 12, 'min_child_samples': 14, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 4505, 'n_jobs': 30, 'num_leaves': 564, 'objective': None, 'random_state': None, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'enable_bundle': False}",none,Unbiased Baseline
37,LGBM,group_size_50,0,0.751621271076524,0.9930620001340329,0.959044345956848,0.987195296248307,0.9862787461712522,37,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.025453919399783226, 'max_depth': 17, 'min_child_samples': 161, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 108, 'n_jobs': 30, 'num_leaves': 67, 'objective': None, 'random_state': None, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'enable_bundle': False}",none,Unbiased Baseline
38,LGBM,group_size_50,0,0.7626459143968871,0.9762232948603209,0.9948253557567914,0.9750043315633378,0.9983866346344582,38,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.03760298847545008, 'max_depth': 3, 'min_child_samples': 14, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 2820, 'n_jobs': 30, 'num_leaves': 12, 'objective': None, 'random_state': None, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'enable_bundle': False}",none,Unbiased Baseline
39,LGBM,group_size_50,0,0.5732814526588845,0.9619032375891083,0.9574768573005137,0.9900478162392187,0.9681782480133062,39,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.49755926679436957, 'max_depth': 6, 'min_child_samples': 207, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 4510, 'n_jobs': 30, 'num_leaves': 11, 'objective': None, 'random_state': None, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'enable_bundle': False}",none,Unbiased Baseline
40,LGBM,group_size_50,0,0.754863813229572,0.9791124292220572,0.9946204914105814,0.9800451026496382,0.9982498836595688,40,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.022372217807461337, 'max_depth': 2, 'min_child_samples': 6, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 991, 'n_jobs': 30, 'num_leaves': 516, 'objective': None, 'random_state': None, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'enable_bundle': False}",none,Unbiased Baseline
41,LGBM,group_size_50,0,0.732166018158236,0.9463889843125318,0.9996546050565822,0.9512837577313323,0.9998736370027617,41,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.12816582398676407, 'max_depth': 8, 'min_child_samples': 204, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 2370, 'n_jobs': 30, 'num_leaves': 102, 'objective': None, 'random_state': None, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'enable_bundle': False}",none,Unbiased Baseline
